File;Othor1;LineOthor1;Contribution1;Othor2;LineOthor2;Contribution2;File Lines;Learning;NbOthors
tensorflow\contrib\keras\api\keras\applications\vgg19\__init__.py;Francois Chollet;24;88.88888888888889;Yifei Feng      ;4;14.814814814814815;27;false;2
tensorflow\contrib\keras\api\keras\applications\xception\__init__.py;Francois Chollet;24;88.88888888888889;Yifei Feng      ;4;14.814814814814815;27;false;2
tensorflow\contrib\keras\api\keras\backend\__init__.py;Francois Chollet;25;15.337423312883436;Yifei Feng      ;139;85.2760736196319;163;false;2
tensorflow\contrib\keras\api\keras\callbacks\__init__.py;Francois Chollet;24;64.86486486486487;Yifei Feng      ;14;37.83783783783784;37;false;2
tensorflow\contrib\keras\api\keras\constraints\__init__.py;Francois Chollet;28;70;Yifei Feng      ;13;32.5;40;false;2
tensorflow\contrib\keras\api\keras\datasets\boston_housing\__init__.py;Francois Chollet;24;96;Yifei Feng      ;2;8;25;false;2
tensorflow\contrib\keras\api\keras\datasets\cifar10\__init__.py;Francois Chollet;24;96;Yifei Feng      ;2;8;25;false;2
tensorflow\contrib\keras\api\keras\datasets\cifar100\__init__.py;Francois Chollet;24;96;Yifei Feng      ;2;8;25;false;2
tensorflow\contrib\keras\api\keras\datasets\imdb\__init__.py;Francois Chollet;24;92.3076923076923;Yifei Feng      ;3;11.538461538461538;26;false;2
tensorflow\contrib\keras\api\keras\datasets\mnist\__init__.py;Francois Chollet;24;96;Yifei Feng      ;2;8;25;false;2
tensorflow\contrib\keras\api\keras\datasets\reuters\__init__.py;Francois Chollet;24;92.3076923076923;Yifei Feng      ;3;11.538461538461538;26;false;2
tensorflow\contrib\keras\api\keras\initializers\__init__.py;Francois Chollet;30;61.224489795918366;Yifei Feng      ;20;40.816326530612244;49;false;2
tensorflow\contrib\keras\api\keras\losses\__init__.py;Francois Chollet;28;62.22222222222222;Yifei Feng      ;18;40;45;false;2
tensorflow\contrib\keras\api\keras\metrics\__init__.py;Francois Chollet;28;59.57446808510638;Yifei Feng      ;20;42.5531914893617;47;false;2
tensorflow\contrib\keras\api\keras\models\__init__.py;Francois Chollet;24;77.41935483870968;Yifei Feng      ;8;25.806451612903224;31;false;2
tensorflow\contrib\keras\api\keras\optimizers\__init__.py;Francois Chollet;28;71.7948717948718;Yifei Feng      ;12;30.76923076923077;39;false;2
tensorflow\contrib\keras\api\keras\preprocessing\image\__init__.py;Francois Chollet;24;63.1578947368421;Yifei Feng      ;15;39.473684210526315;38;false;2
tensorflow\contrib\keras\api\keras\preprocessing\sequence\__init__.py;Francois Chollet;24;88.88888888888889;Yifei Feng      ;4;14.814814814814815;27;false;2
tensorflow\contrib\keras\api\keras\preprocessing\text\__init__.py;Francois Chollet;24;88.88888888888889;Yifei Feng      ;4;14.814814814814815;27;false;2
tensorflow\contrib\keras\api\keras\regularizers\__init__.py;Francois Chollet;30;78.94736842105263;Yifei Feng      ;9;23.68421052631579;38;false;2
tensorflow\contrib\keras\api\keras\utils\__init__.py;Francois Chollet;24;61.53846153846154;Yifei Feng      ;16;41.02564102564103;39;false;2
tensorflow\contrib\keras\api\keras\wrappers\scikit_learn\__init__.py;Francois Chollet;24;92.3076923076923;Yifei Feng      ;3;11.538461538461538;26;false;2
tensorflow\contrib\kernel_methods\python\losses.py;Petros Mol        ;132;97.77777777777777;Yan Facai ;4;2.962962962962963;135;false;2
tensorflow\contrib\kfac\python\ops\estimator.py;A. Unique TensorFlower;259;77.77777777777777;James Keeling         ;75;22.52252252252252;333;false;2
tensorflow\contrib\kfac\python\ops\fisher_factors.py;A. Unique TensorFlower;1412;96.18528610354224;James Keeling         ;57;3.88283378746594;1468;false;2
tensorflow\contrib\kfac\python\ops\layer_collection.py;A. Unique TensorFlower;771;99.6124031007752;James Keeling         ;4;0.5167958656330749;774;false;2
tensorflow\contrib\kfac\python\ops\loss_functions.py;A. Unique TensorFlower;799;99.62593516209476;Benoit Steiner        ;4;0.49875311720698257;802;false;2
tensorflow\contrib\kfac\python\ops\optimizer.py;A. Unique TensorFlower;452;91.68356997971603;James Keeling         ;42;8.519269776876268;493;false;2
tensorflow\contrib\labeled_tensor\python\ops\nn.py;Stephan Hoyer;38;90.47619047619048;Martin Wicke ;5;11.904761904761905;42;false;2
tensorflow\contrib\labeled_tensor\python\ops\_typecheck.py;Stephan Hoyer    ;320;99.37888198757764;Charles Nicholson;3;0.9316770186335404;322;false;2
tensorflow\contrib\layers\python\ops\bucketization_op.py;A. Unique TensorFlower;39;95.1219512195122;Jonathan Hseu         ;3;7.317073170731708;41;false;2
tensorflow\contrib\learn\python\learn\basic_session_run_hooks.py;Mustafa Ispir;30;96.7741935483871;Martin Wicke ;2;6.451612903225806;31;false;2
tensorflow\contrib\learn\python\learn\monitored_session.py;Mustafa Ispir;21;70;Yifei Feng   ;10;33.333333333333336;30;false;2
tensorflow\contrib\learn\python\learn\summary_writer_cache.py;A. Unique TensorFlower;29;96.66666666666667;Yifei Feng            ;2;6.666666666666667;30;false;2
tensorflow\contrib\learn\python\learn\datasets\produce_small_datasets.py;A. Unique TensorFlower;32;94.11764705882354;Justine Tunney        ;3;8.823529411764707;34;false;2
tensorflow\contrib\learn\python\learn\datasets\text_datasets.py;A. Unique TensorFlower;68;98.55072463768116;Illia Polosukhin      ;2;2.898550724637681;69;false;2
tensorflow\contrib\learn\python\learn\estimators\constants.py;David Soergel         ;34;75.55555555555556;A. Unique TensorFlower;12;26.666666666666668;45;false;2
tensorflow\contrib\learn\python\learn\estimators\debug.py;A. Unique TensorFlower;317;97.53846153846153;Yifei Feng            ;9;2.769230769230769;325;false;2
tensorflow\contrib\learn\python\learn\estimators\metric_key.py;A. Unique TensorFlower;36;94.73684210526316;Zakaria Haque         ;3;7.894736842105263;38;false;2
tensorflow\contrib\learn\python\learn\estimators\prediction_key.py;A. Unique TensorFlower;26;83.87096774193549;David Soergel         ;6;19.35483870967742;31;false;2
tensorflow\contrib\learn\python\learn\utils\input_fn_utils.py;David Soergel         ;92;80.70175438596492;A. Unique TensorFlower;23;20.17543859649123;114;false;2
tensorflow\contrib\linear_optimizer\python\ops\sparse_feature_column.py;A. Unique TensorFlower;104;85.24590163934427;Patrick Nguyen        ;19;15.573770491803279;122;false;2
tensorflow\contrib\lite\python\lite.py;Andrew Selle          ;160;70.48458149779735;A. Unique TensorFlower;68;29.955947136563875;227;false;2
tensorflow\contrib\lite\python\op_hint.py;Andrew Selle;283;92.48366013071896;Akshay Modi ;24;7.8431372549019605;306;false;2
tensorflow\contrib\lite\schema\upgrade_schema.py;Andrew Selle          ;338;97.1264367816092;A. Unique TensorFlower;11;3.160919540229885;348;false;2
tensorflow\contrib\lite\tools\visualize.py;Andrew Selle;333;85.16624040920716;Yifei Feng  ;59;15.089514066496164;391;false;2
tensorflow\contrib\losses\python\losses\__init__.py;A. Unique TensorFlower;22;84.61538461538461;Vijay Vasudevan       ;5;19.23076923076923;26;false;2
tensorflow\contrib\losses\python\metric_learning\metric_loss_ops.py;A. Unique TensorFlower;1018;98.73908826382153;Yukun Chen            ;14;1.3579049466537343;1031;false;2
tensorflow\contrib\memory_stats\python\ops\memory_stats_ops.py;Jingyue Wu      ;36;87.8048780487805;Yaroslav Bulatov;6;14.634146341463415;41;false;2
tensorflow\contrib\model_pruning\python\layers\core_layers.py;A. Unique TensorFlower;473;99.16142557651992;Shanqing Cai          ;5;1.0482180293501049;477;false;2
tensorflow\contrib\model_pruning\python\layers\rnn_cells.py;A. Unique TensorFlower;340;97.70114942528735;Eugene Brevdo         ;9;2.586206896551724;348;false;2
tensorflow\contrib\mpi_collectives\__init__.py;Joel Hestness;274;99.63636363636364;Taehoon Lee  ;2;0.7272727272727273;275;false;2
tensorflow\contrib\mpi_collectives\python\ops\mpi_ops.py;Patrick Nguyen;127;94.77611940298507;Yifei Feng    ;8;5.970149253731344;134;false;2
tensorflow\contrib\nn\python\__init__.py;Martin Wicke          ;18;94.73684210526316;A. Unique TensorFlower;2;10.526315789473685;19;false;2
tensorflow\contrib\nn\python\ops\cross_entropy.py;Martin Wicke  ;176;99.43502824858757;Sandeep Dcunha;2;1.1299435028248588;177;false;2
tensorflow\contrib\nn\python\ops\__init__.py;Martin Wicke          ;18;94.73684210526316;A. Unique TensorFlower;2;10.526315789473685;19;false;2
tensorflow\contrib\opt\python\training\external_optimizer.py;A. Unique TensorFlower;442;98.66071428571429;Jonathan Hseu         ;7;1.5625;448;false;2
tensorflow\contrib\periodic_resample\python\ops\periodic_resample_op.py;Shanqing Cai;29;93.54838709677419;Yifei Feng  ;3;9.67741935483871;31;false;2
tensorflow\contrib\predictor\predictor.py;A. Unique TensorFlower;74;96.1038961038961;Amit Patankar         ;4;5.194805194805195;77;false;2
tensorflow\contrib\predictor\predictor_factories.py;A. Unique TensorFlower;128;97.70992366412214;Stephen Lumenta       ;4;3.053435114503817;131;false;2
tensorflow\contrib\py2tf\impl\api.py;A. Unique TensorFlower;231;99.14163090128756;Michael Case          ;3;1.2875536480686696;233;false;2
tensorflow\contrib\quantize\python\quantize_graph.py;Suharsh Sivakumar        ;155;72.09302325581395;Raghuraman Krishnamoorthi;61;28.372093023255815;215;false;2
tensorflow\contrib\receptive_field\python\util\graph_compute_order.py;A. Unique TensorFlower;191;99.47916666666667;Taehoon Lee           ;2;1.0416666666666667;192;false;2
tensorflow\contrib\receptive_field\python\util\parse_layer_parameters.py;A. Unique TensorFlower;280;85.88957055214723;Russell Power         ;47;14.417177914110429;326;false;2
tensorflow\contrib\receptive_field\python\util\receptive_field.py;A. Unique TensorFlower;297;75.18987341772151;Benoit Steiner        ;99;25.063291139240505;395;false;2
tensorflow\contrib\reduce_slice_ops\python\ops\reduce_slice_ops.py;Andrew Harp;26;78.78787878787878;Anna R     ;8;24.242424242424242;33;false;2
tensorflow\contrib\resampler\python\ops\resampler_ops.py;Yifei Feng ;68;98.55072463768116;Taehoon Lee;2;2.898550724637681;69;false;2
tensorflow\contrib\seq2seq\python\ops\decoder.py;Eugene Brevdo         ;299;91.71779141104294;A. Unique TensorFlower;28;8.588957055214724;326;false;2
