FILE_NAME,FILE_LINES,AUTHOR_NAME,AUTHOR_LINES
./doc/tutorial/machine_learning_map/pyparsing.py,5721,Jaques Grobler,2118
./doc/tutorial/machine_learning_map/svg2imagemap.py,92,Jaques Grobler,88
./doc/tutorial/machine_learning_map/svg2imagemap.py,92,cclauss,3
./doc/tutorial/machine_learning_map/svg2imagemap.py,92,Taehoon Lee,1
./doc/tutorial/machine_learning_map/ML_MAPS_README.txt,93,Jaques Grobler,92
./doc/tutorial/machine_learning_map/ML_MAPS_README.txt,93,YenChenLin,1
./doc/tutorial/machine_learning_map/index.rst,114,Jaques Grobler,113
./doc/tutorial/machine_learning_map/index.rst,114,pestrickland,1
./doc/tutorial/machine_learning_map/parse_path.py,193,Jaques Grobler,162
./doc/tutorial/machine_learning_map/parse_path.py,193,cclauss,30
./doc/tutorial/machine_learning_map/parse_path.py,193,seales,1
